"state","city","address1","address2","name","phone","zip"
"IL","Schaumburg","1125 Westover Lane", nil, "Star Foods & Gifts Inc","8479857000","60193"
"IL","Skokie","4035 Main St.","","Geetha Foods","8476774848","60076"
"IL","Waukegan","332 S Green Bay Rd", nil, "Shalimar Grocery","8475999306","60085"
"IL","WoodRidge","2013 W 75th St","","Ambica Foods","6309106511","60517"
"IL","Westmont","6601 S. Cass Ave","","A 1 Indian Grocers","6309604900","60559"
"IL","Wheeling","291 E Dundee Road","","Fresh Farms","8472152663","60090"
"IL","Wheeling","759 W Dundee Road","","Shital Grocery & Video","8478088630","60090"
"IL","Wheeling","845 W Dundee Road","","Swaminarayan Food & Video","8474658929","60090"
"IN","Evansville","4615 Vogel Road", nil, "Shahi Dawat Indian Grocery","8124769291","47715"
"IN","Indianapolis","4225 Lafayette Rd", nil, "International Bazar","3172994628","46254"
"IN","Indianapolis","4863 West 38th Street", nil, "International Food Market","3172915282","46254"
"IN","Indianapolis","4738 Century Plaza Rd", nil, "Spice Land","3172988185","46254"
"IN","Kokomo","2210 Waverly Drive", nil, "Spices Galore","7654551035","46902"
"IA","Urbandale","7517 Douglas Ave, Suite # 16", nil, "International Groceries and More, Inc","5152781522","50322"
"IA","Urbandale","7015 Douglas Ave", nil, "Maria Groceries and Gifts","5152517465","50322"
"KS","Lenexa","7721 Quivira Rd", nil, "Shawnee Bazaar","9132686009","66216"
"KS","Olathe","2091 E Santa Fe", nil, "India Store","9133901119","66062"
"KS","Olathe","1723 S Murlen Road", nil, "Midwest Desi Mart","9137640488","66062"
"KS","Overland Park","9054 Metcalf Ave", nil, "Ambica Foods","9139018700","66212"
"KS","Overland Park","8612 W 133rd St", nil, "KC India Mart","9136810808","66213"
"KS","Overland Park","119th St Metcalf Ave", nil, "Patel Foods","9136961950","66212"
"KS","Shawnee Mission","10458 Metcalf Ave", nil, "India Emporium","9136421161","66212"
"KS","Shawnee Mission","12260 W 63rd St", nil, "Indian Bazaar","9132683608","66216"
"KS","Topeka","2910 SW  Oakley Ste B", nil, "Cosmos Indian Store","7852283900","66614"
"KS","Wichita","3008 E Harry St", nil, "India Emporium","3166873266","67211"
"KY","Lexington","3340 Holwyn Rd", nil, "Sagar India Market","6062969573","40503"
"KY","Lexington","811 E. Euclid Ave", nil, "Vishal International Supermarket","8592680019","40502"
"KY","Louisville","4746 Bardstown Rd", nil, "Indian Spices","5024996776","40299"
"KY","Louisville","1834 S Hurstbourne Pkwy", nil, "Shalimar Indian Grocery","5024999791","40220"
"LA","Kenner","3200 Georgia Avenue", nil, "India Imports","5044431504","70065"
"LA","Metairie","3940 Barron Street", nil, "International Market","5044433601","70002"
"MD","Catonsville","6402 Balti National Pike Route # 40, Suite # 18b", nil, "Patel Brothers","4107192822","21228"
"MD","Hyattsville","1355 Holton Ln","","India Foods Warehouse","3014342433","20783"
"MD","Landover Hills","7453 Annapolios Rd","","Periyar Groceries","3015771133","20784"
"MD","Langley Park","1335A Univ Blvd", nil, "Spice of India","3014313361","20902"
"MD","Laurel","10119 C Washington Blvd", nil, "Apna Bazaar","3014981233","20707"
"MD","Rockville","12215 Nebel St", nil, "Dana Bazar","3012317546","20850"
"MD","Silver Spring","1335 Univ Boulevard West", nil, "House of Spices","3014313361","20902"
"MI","Ann Arbor","3022 Packard St", nil, "Bombay Grocers","7349717707","48108"
"MI","Ann Arbor","1168 Broadway", nil, "Foods of India","7343320500","48105"
"MI","Canton","44277 Cherry Hill Road", nil, "Anand Bazaar","7348446702","48187"
"MI","Canton","45480 Ford Rd", nil, "India Grocers","7344592016","48187"
"MI","Detroit","51 West Hancock, Wayne State University", nil, "A. K. Groceries","3138323033","48201"
"MI","Farmington Hills","29406 Orchard Lake Rd", nil, "Asia Groceries","2488655000","48334"
"MI","Farmington Hills","38245 W 10 mile Rd", nil, "Asian Foods & Media","2484271556","48335"
"MI","Farmington Hills","28950 Orchard Lake Road", nil, "Patel Brothers","2488517470","48334"
"MI","Flint","5316 Carunna Road", nil, "A.K. Groceries","8102300818","48532"
"MI","Garden City","28251 Ford Rd", nil, "India Grocers","7344225121","48135"
"MI","Grand Rapids","3760 South Division Avenue", nil, "India House","6162431219","49548"
"MI","Inkster","27271 Cherry Hill Road", nil, "Desi Grocers","3132741688","48141"
"MI","Port Huron","510 24th Street", nil, "India Authentic","8103206715","48060"
"MI","Rochester","2642 South Rochester Road", nil, "India Grocers","2488529492","48307"
"MI","Sterling Heights","5655 - 18 mile Road", nil, "Aditya Foods","8108030861","48314"
"MI","Sterling Heights","33878 Dequindre", nil, "Grocery Village","8102741141","48310"
"MI","Sterling Heights","34714 Dequindre Rd", nil, "India Grocers","8107950012","48310"
"MI","Wyoming","3760 S Division Ave", nil, "India House","6162431219","49548"
"MI","Ypsilanti","4015 Carpenter Rd", nil, "Yogi Groceries","7346771688","48197"
"MN","Bloomington","7836 Portland Ave S", nil, "TBS Mart Inc","9528810496","55420"
"MN","Eagan","1252 Town Center Drive", nil, "Mirch Masala Groceries","6516867766","55123"
"MN","Minneapolis","1840 Central Avenue NE", nil, "Asia Imports","6127884571","55418"
"MN","Minneapolis","2520 Central Avenue", nil, "Devon Indian groceries","6127813888","55418"
"MN","Minneapolis","6425 Lyndale Avenue South", nil, "Flavors of India","6128667600","55423"
"MN","Minneapolis","1848 Central Avenue North East", nil, "Patel Groceries & Video","6127898800","55418"
"MN","Minneapolis","2513 Central Ave NE", nil, "Sahara International foods","6127812627","55418"
"MN","Minneapolis","4022, Central Avenue North East", nil, "Sahib's Gateway to India","6127829678","55418"
"MN","Minneapolis","1850 Central Ave NE", nil, "Shah Rezad Int'l Market","6127880656","55418"
"MN","Richfield","6425 Lyndale Ave S", nil, "Flavors of India","6128667600","55423"
"MN","Rochester","401 South Broadway", nil, "Rice-N-Spice","5075290974","55904"
"MN","St Louis Park","8134 Minnetonka Blvd", nil, "Namaste Plaza","9529335296","55426"
"MN","St. Louis Park","8922 Highway 7","","Sai Sabji Bhandar","9529334660","55426"
"MO","Ballwin","52 Manchester Mall", nil, "Seema Enterprises","3143915914","63011"
"MO","Bridgeton","12262 St Charles Rock Road", nil, "Ambica Foods","3143441999","63044"
"MO","Columbia","1400 Fellows Place", nil, "Taj Emporium","5734425201","65201"
"MO","Kirkwood","421 N Kirkwood Road", nil, "Global Foods Market","3148351112","63122"
"MO","Manchester","14238 Manchester Rd", nil, "Seema Enterprises","6363915914","63011"
"MO","Saint Charles","1411 S 1st Capitol Dr", nil, "Taj Groceries","3149460676","63303"
"MO","Saint Louis","3172 S Grand Blvd", nil, "Jay International Food Co","3147722552","63118"
"MO","St Louis","10606 Page Ave", nil, "Akbar Grocery","3144281900","63132"
"MO","St Louis","10755 Page Ave", nil, "India Bazaar","3144235900","63132"
"MO","St Louis","10635 Page Ave", nil, "Seema Enterprises","3144239990","63011"
"MO","St. Louis","13007 Olive Blvd, Arcade Plaza","","786 Enterprises Inc.","3144395599","63141"
"NE","Lincoln","2401 J St", nil, "Indian Asian Bazaar","4024356102","68510"
"NE","Omaha","1322 South 72nd Street", nil, "India Bazaar","4023979030","68124"
"NE","Omaha","4352 S 87th St", nil, "Indian & Intl Spice","4025924474","68127"
"NE","Omaha","3029 S 83rd Plaza", nil, "Indian Grocery & Video Center","4023910844","68124"
"NE","Omaha","2318 N 72 Street", nil, "Subzi Mundi International","4023902348","68134"
"NE","Omaha","13021 Arbor Street", nil, "The India Spice","4023333066","68144"
"NV","Las Vegas","4770 Spring Mountain Road # 102", nil, "Celestial Asian Imports","7123659494","89102"
"NV","Las Vegas","1166 E Twain Ave", nil, "India Food & Spices","7027330640","89109"
"NV","Las Vegas","5006 South Maryland Parkway", nil, "India Market","7027366677","89119"
"NV","Las Vegas","953 E Sahara Ave # A-20", nil, "India Sweets & Spices","7028920720","89104"
"NV","Sparks","2302 Oddie Blvd","","A1 Appliances and Indian Grocery","7753584099","89431"
"NM","Albuquerque","3904 Central Avenue SE", nil, "Convenience Store","5052548199","87108"
"NM","Albuquerque","6320 Linn Avenue NE", nil, "Ganesh Indian Grocery","5052683342","87108"
"NM","Albuquerque","49-12 Calle Del Cielo NE", nil, "India Kitchen","5058842333","87111"
"NM","Santa Fe","3140 Cerrillos Road", nil, "Sohans India Delights","5054243120","87505"
"NY","Albany","1321 Central Ave","","India  Bazaar","5184593108","12205"
"NY","Albany","10 Fuller Rd","","India Spices","5184892316","12205"
"NY","Bellerose","248-02 Union Turnpike", nil, "Maharaja Supermarket","7183433900","11426"
"NY","Brooklyn","5303 4th Ave", nil, "Patel Grocery Store","7187486369","11220"
"NY","Brooklyn","1071 Coney Island Ave","","Punjab Grocery","7184349310","11230"
"NY","Flushing","3727 74th St", nil, "Patel Brothers","7188983445","11372"
"NY","Flushing","42-92 Main Street", nil, "Patel Brothers","7186611112","11355"
"NY","Hicksville","415 South Broadway", nil, "Patel Brothers","5166810091","11801"
"NY","Jackson Heights","37-27, 74th Street", nil, "Patel Brothers","7188983445","11372"
"NY","Jamaica","25108 Hillside Ave", nil, "Patel Brothers","7184701356","11426"
"NY","Long Island City","3913 47th Ave","","Taj Mahal Grocers","7187863203","11104"
"NY","New Hyde Park","1620 Hillside Ave","","Maharaja Supermarket","5167753900","11040"
"NY","New Rochelle","640 Main Street","","Swami Mini Mart","9146326856","10801"
"NY","New York","123 Lexington Ave","","Kalustyan Brothers","2126853451","10016"
"NY","New York","135 Lexington Ave", nil, "Spice Corner","2126895182","10016"
"NY","Sunnyside","4201 Queens Blvd","","Malik Grocery","7184725827","11104"
"NY","Yonkers","1587 Central Park Ave", nil, "Sangam Super Store","9147935816","10710"
"NY","Yonkers","589 Central Park Ave","","Surya","9149697651","10704"
"NC","Asheville","1996 Hendersonville Road", nil, "Mother India","8286877082","28803"
"NC","Burlington","2322 Maple Ave", nil, "Asian Market","3362295240","27215"
"NC","Cary","1383 Se Maynard Rd", nil, "Shym's Indian Grocery","9193198750","27511"
"NC","Cary","740 E Chatham St", nil, "Triangle Indian Market","9193800350","27511"
"NC","Charlotte","7008 E Wt Harris Blvd", nil, "Aradhana Grocery","7045372070","28215"
"NC","Charlotte","6233 South Boulevard", nil, "Bombay Bazaar","7046434647","28217"
"NC","Charlotte","6400 Old Pineville Rd", nil, "Payal Indian Grocery & Spices","7045219680","28217"
"NC","Durham","1708 E NC Hwy 54", nil, "Around the World Market","9195725599","27707"
"NC","Durham","4201 University Drive Suite 104", nil, "Little India","9194899084","27707"
"NC","Durham","5410 NC Highway 55", nil, "RTP India Mart","9195443738","27713"
"NC","Durham","2105, NC HW 54 E", nil, "Spice & Curry - Indian Groceries","9195447555","27713"
"NC","Greenville","2110 Bells York rd", nil, "Aroma Spices","9197562100","27858"
"NC","Kinston","1574 US Highway 258 South", nil, "La India Bonita","2529391828","28504"
"NC","Morrisville","128 Morrisville Square Way", nil, "Carolina Indian Store","9194621577","27560"
"NC","Raleigh","750B E Chatham St", nil, "Indian Market","9193800350","27511"
"NC","Raleigh","3116 Hillsborough St", nil, "Indian Super Market","9198289970","27607"
"NC","Raleigh","5655 E&F Western Blvd.Harrelson Park", nil, "Mamta Emporium","9198517931","27606"
"NC","Raleigh","4434-5 Creedmoor Rd", nil, "Patel Brothers","9195100085","27612"
"NC","Raleigh","2109-146 Avent Ferry Rd", nil, "Taj Imports","9198311111","27606"
"NC","Winston Salem","3054 Healy Dr", nil, "Food And Spices of India","3367743838","27103"
"OH","Akron","599 Upson Street", nil, "Bombay Market","3305350112","44305"
"OH","Cincinnati","1800 Central Parkway", nil, "Delhi Foods","5136213606","45214"
"OH","Cincinnati","3041 Highland Avenue", nil, "Highland Delhi","5132213666","45219"
"OH","Cincinnati","7617 Reading Road", nil, "India Groceries","5138210304","45237"
"OH","Cincinnati","11707 Lebanon Road", nil, "India Grocers","5137339114","45241"
"OH","Cincinnati","11974 Lebanon Road #124", nil, "Niva Grocers","5135636482","45241"
"OH","Cincinnati","618 Old SR 74", nil, "Shrijee Indian Grocery","5136880469","45244"
"OH","Cleveland","1979 West 25th Street", nil, "Asian Spices & Sauce","2168610626","44113"
"OH","Cleveland","6855 West 130th Street", nil, "India Grocers","4408850215","44130"
"OH","Columbus","5230 Bethel Center Mall", nil, "India Imports Grocery and Gifts","6144518121","43220"
"OH","Columbus","3742 East Broad Street", nil, "India Superstore","6142354655","43085"
"OH","Columbus","4412 Cleveland Avenue", nil, "Indian Groceries","6144768555","43231"
"OH","Columbus","3504 North High St", nil, "Indian Groceries","6147841234","43214"
"OH","Columbus","1147 North Hamilton Road Gahanna", nil, "Passage to India","6144284119","43230"
"OH","Dayton","4817, Airway Road", nil, "Flavours of India","9372544226","45431"
"OH","Dublin","5839 Sawmill Road", nil, "India Grocery & Gifts","6147918744","43017"
"OH","Fairfield","6560 H Dixie Hwy", nil, "Shiva Groceries","5138741221","45014"
"OH","Girard","690 N State St", nil, "India Bazaar","3305450024","44420"
"OH","Kettering","2284 E Dorothy Lane", nil, "Aahaar","9376607370","44420"
"OH","Mayfield Heights","1448 som center road", nil, "Indo-American Convenient","4404468200","44124"
"OH","Mayfield Heights","5850 Mayfield Road", nil, "Lakshmi Plaza","4404604601","44124"
"OH","Middleburg heights","6876,Pearl Road", nil, "Patel Brothers","4408854440","44134"
"OH","Parma","5500,Pearl Rd", nil, "India Food and Spices","2168450000","44129"
"OH","Toledo","6725 W. Central Avenue", nil, "Reddy Food N Spices","4198439455","43615"
"OH","Worthington","1111 Wothington Woods", nil, "Spice World","6149851321","43085"
"OK","Broken Arrow","507 North Aspen", nil, "India Bazaar - Broken Arrow Store","9182580152","74012"
"OK","Durant","230 S 22nd Ave", nil, "Indian Nation Wholesale Co","5809200110","74701"
"OK","Oklahoma City","2611 North Macarthur Boulevard", nil, "Payal Groceries of India","4057894416","73127"
"OK","Oklahoma City","1516 N. Rockwell Ave", nil, "Quality Food","4054954141","73127"
"OK","Oklahoma City","2020 North Macarthur Boulevard", nil, "Spices of India","4059427813","73127"
"OK","Tulsa","6916 South Lewis Avenue", nil, "India Bazaar - Tulsa Store","9185234247","74136"
"OK","Tulsa","6931 S Sheridan Road", nil, "India International Mart","9184925300","74133"
"OK","Tulsa","2615 C S  Memorial Drive", nil, "Indo Pak Foods","9186641391","74129"
"OR","Beaverton","10255 SW Canyon Rd", nil, "Bazaar","5036411352","97005"
"OR","Beaverton","16055 SW Regatta Ln #700", nil, "India Connect","5036177585","97006"
"OR","Beaverton","16205 NW Bethany Ct  #110", nil, "India Direct Inc","5036900499","97006"
"OR","Beaverton","10195 SW Beaverton-Hillsdale Hwy", nil, "India Food World","5033503966","97005"
"OR","Beaverton","16205 NW BETHANY CT, SUITE-110", nil, "india sweets and spices","5036900499","97006"
"OR","Beaverton","10140 Sw Canyon Rd", nil, "International Deli Market","5036265131","97005"
"OR","Beaverton","10500 SW Beaverton-Hillsdale Hwy", nil, "Uwajimaya","5036434512","97005"
"OR","Corvallis","1875 NW 9th St", nil, "Asia Market","5417585366","97330"
"OR","Corvallis","919D NW Circle Blvd", nil, "Devi Indian Groceries & Spices","5417388393","97330"
"OR","Eugene","125 West 11th Avenue", nil, "India Foods","5036460592","97401"
"OR","Hillsboro","2900 S W Cornelius Park #340", nil, "India Direct","5036900499","97123"
"OR","Hillsboro","2975-B SW Cornelius Pass Rd", nil, "India Gate","5033565534","97123"
"OR","Hillsboro","2079 NW Aloclek Dr #1005", nil, "India Imports","5036179477","97124"
"OR","Portland","826 1/2 NW Murray Blvd", nil, "Continental Market","5036261109","97229"
"OR","Portland","5940 N. Interstate Ave", nil, "Jhanker Indian Groceries Food Market","5032892480","97203"
"OR","Portland","5135 N. Interstate Ave", nil, "Pooja International","5032400775","97203"
"OR","Portland","429 SW 10th", nil, "Spicerama","5032276254","97205"
"OR","Portland","10075 SW Barbur Blvd", nil, "World Foods","5038924658","97219"
"OR","Tigard","11945 Southwest Pacific Highway #216", nil, "Sriders India Imports","5036208665","97223"
"PA","King Of Prussia","126 East Beidler Road","","Bharath Bazaar","6103370345","19406"
"PA","Malvern","43-44 Great Valley Center", nil, "Usha Food Market","6106476055","19355"
"PA","Monroeville","4028 Monroeville Blvd","","India Bazaar","4123731819","15146"
"PA","Monroeville","4145 William Penn Hwy", nil, "Patel Brothers","4123722758","15146"
"PA","New Castle","2101 Greentree Road", nil, "Indian Grocery","4124295362","16101"
"PA","Oakdale","7051 Steubenville Pike","","House Of India","4127870713","15071"
"PA","Philadelphia","4203 Walnut St","","International Food & Spices","2152224480","19104"
"PA","Philadelphia","2825 Tyson Ave", nil, "Patel Grocery Store","2153354974","19149"
"PA","Philadelphia","2408 Rhawn Street", nil, "The House of Spices","2153315866","19152"
"PA","Pittsburg","319 South Craig","","Kohli's Indian Imports","4126211800","15213"
"PA","Pittsburgh","120 Three Degree Rd","","India Grocers","4123697100","15237"
"PA","State College","230 A W College Av","","Krishan Indian Grocery Store","8142374118","16801"
"TN","Chattanooga","7334 Lee Highway", nil, "Taj International Foods","4238920259","37421"
"TN","Knoxville","3625 Sutherland Avenue", nil, "Taj Mahal Grocery","8655580571","37919"
"TN","Memphis","4273 American Way", nil, "Bombay Bazaar","9013672585","38118"
"TN","Memphis","3999 Knight Arnold", nil, "Medina Meat Market","9013651894","38118"
"TN","Nashville","100 Oaks Shopping Center", nil, "Giant foods of America","9013672585","37204"
"TX","Arlington","528 Fielder North Plaza # A", nil, "Bombay Bazaar","8174590460","76012"
"TX","Arlington","751 W. Lamar Blvd", nil, "Dana Bazaar","8173035300","76012"
"TX","Arlington","520 West Park Row Drive", nil, "Taste of India","8177956714","76010"
"TX","Austin","2121 W Parmer Lane  #113","","Gandhi Bazar","5128379701","78727"
"TX","Austin","8120 Research Blvd", nil, "Madina Market","5124547240","78758"
"TX","Austin","4634 Burnet Rd","","Mango Tree Market","5124534728","78756"
"TX","Austin","9200 N. Lamar # 106", nil, "MGM Indian Foods","5128356937","78753"
"TX","Austin","9515 N Lamar Blvd", nil, "Taj Grocers","5128366292","78753"
"TX","Beaumont","7410 Prestwick Circle", nil, "Touch of India","4098422565","77707"
"TX","Carrollton","2662 N Josey Ln, STE 206", nil, "National Imports","9724669880","75006"
"TX","Carrollton","1300 E Beltline", nil, "P & M Asian Market","9724661865","75006"
"TX","Dallas","5425 Jim Miller", nil, "United Gift & Spices","9723882749","75227"
"TX","Dallas","13434 Floyd Circle","","World Food Imports","9724809911","75243"
"TX","El Paso","4700 North Mesa Street", nil, "Indian Grocery Store","9155328018","79912"
"TX","Garland","1432 W. Buckingham Rd", nil, "G & G Super Market","9722763280","75042"
"TX","Garland","6541 Duck Creek", nil, "Indian Grocery Store","9722032121","75043"
"TX","Houston","12365 Bissonnet St", nil, "Awami Markez","2184981694","77099"
"TX","Houston","6802 Telephone Rd", nil, "Dillon Grocery","7136450765","77061"
"TX","Houston","11305 Bissonnet St", nil, "Eros Groceries","2815309210","77099"
"TX","Houston","5600 Hartsdale Dr", nil, "House of Spices","7132665224","77036"
"TX","Houston","606 Southwest Freeway", nil, "India Grocers","7132667717","77074"
"TX","Houston","6606 Southwest Freeway", nil, "India Grocers","7132667717","77074"
"TX","Houston","5604 Hillcroft Ave", nil, "India Mart","7137828578","77036"
"TX","Houston","4007 Ade Street", nil, "Indian Groceries & Spices Inc","7139531500","77063"
"TX","Houston","13219 Bellaire Boulevard", nil, "Indo Grocery","2814956674","77083"
"TX","Houston","6688 SW Freeway", nil, "Jay Stores","7137830032","77022"
"TX","Houston","5621 Hillcroft Ave", nil, "Keemat Grocers","7137812892","77036"
"TX","Houston","3903 FM 1960 West", nil, "Manshahbazaar","2815377861","77068"
"TX","Houston","9907 North Houston Rosslyn Road", nil, "Najma","7138494157","77088"
"TX","Houston","7844 Ave E", nil, "New Asia Food Market","7139215652","77012"
"TX","Houston","14445 State Highway 249 S", nil, "Patel Mart","2815372057","77086"
"TX","Houston","11246 S Wilcrest St. #145", nil, "Savoy","2815686773","77099"
"TX","Houston","4101 Parker Rd", nil, "Singh Food Store","7136929338","77093"
"TX","Irving","2810 N O Connor Rd", nil, "Bharat Bazar","9725708612","75062"
"TX","Irving","2301 North O Connor Road", nil, "Bombay Imports","9722553037","75062"
"TX","Irving","307 West Airport Frwy", nil, "India Imports","9722555941","75062"
"TX","Irving","1008 West Airport Freeway", nil, "India Mart","9724386865","75062"
"TX","Irving","5427 N. McArthur Blvd", nil, "Mela Supermarket","9725181888","75038"
"TX","Irving","833C E Shady Grove", nil, "Sitara International","9725798847","75060"
"TX","Laredo","1520 Marcella Avenue", nil, "India Spices","9567233772","78040"
"TX","Lewisville","2305 S.HWY 121, #200", nil, "Mela India Grocery & Video","9723152799","75067"
"TX","Mesquite","4550 Gus Thomsson", nil, "Omni International Foods","9724661865","75006"
"TX","Mesquite","2809 Motley Dr", nil, "Star International Foods","9722794333","75150"
"TX","Mesquite","1741 N Galloway", nil, "Tajmahal Groceries","9723296242","75149"
"TX","Odessa","1831 East 2nd Street", nil, "Indian Groceries Inc","9153329979","79761"
"TX","Richardson","115 Spring Valley", nil, "House of Spices","9727837544","75080"
"TX","Richardson","15 Richardson Heights Center North", nil, "India Grocers","9722348051","75080"
"TX","Richardson","26 Richardson Heights", nil, "Tajmahal Imports","9726441329","75080"
"TX","San Antonio","4535 Fredricksburg road", nil, "India Grocery","2107370556","78238"
"TX","San Antonio","5751 Evers Rd", nil, "India Store","2107370556","78238"
"TX","San Antonio","5727 Evers Rd", nil, "Little India Grocers","2105214778","78238"
"TX","San Antonio","2411 NE Loop 410", nil, "Sangeet Video & Groceries","2106574527","78217"
"TX","Temple","2825 Thornton Lane, Suite 170", nil, "VS Indian Grocery/ Restaurant","2547714226","76502"
"UT","Salt Lake City","1615 South Foothill Drive", nil, "Ayurveda-India Unlimited","8015833300","84108"
"UT","Salt Lake City","1616 W 3500 South West Valley City", nil, "Eastern Groceries","8019757805","84119"
"UT","Salt Lake City","89 North D Street", nil, "Quick Food Mart","8015311652","84103"
"VA","Annandale","4231 Markham Street Suite C", nil, "Bharat Gifts & Spices","7032569267","22003"
"VA","Arlington","4815 Lee Hwy # A","","India A-1 Grocery","7038419626","22207"
"VA","Fairfax","11213 Lee Highway Suite J", nil, "Bombay Food & Gifts","7033523663","22030"
"VA","Fairfax","11139 Lee Highway","","Halal Spices","7035915116","22030"
"VA","Herndon","422 Elden St", nil, "Indo-Pak Spices","7037095842","22070"
"VA","Herndon","298 Sunset Park Drive","","Pooja Spices & Appliances","7034714378","20170"
"VA","Richmond","8121 West Broad Street", nil, "Indo-Pak Grocery Store","8043464692","23294"
"VA","Richmond","3423 Old Parham Rd","","Laxmi Palace","8042177066","23294"
"VA","Springfield","6353 Rolling Rd", nil, "India Connection","7036445591","22152"
"VA","Stafford","395 Garrisonville Rd #109", nil, "Asian Mart","5402882084","22554"
"VA","Virginia Beach","5444 Virginia Beach Blvd., Suite 104","","Taj Bazar International Supermarket","7576717860","23462"
"WA","Artesia","11814 E 186ST", nil, "Surati Farsan Mart","5628602310","90701"
"WA","Bellevue","15920 NE 8th St. Suite 4", nil, "Asian Foods & Video","4256430366","98007"
"WA","Bellevue","14340 NE 20th Street", nil, "Bharat Groceries","4257460857","98007"
"WA","Bellevue","699 NE 120th", nil, "Larrys Markets Fresh Goat","4254530600","98055"
"WA","Bellevue","2245 148th Ave. NE", nil, "Regal Foods & Video","4255628112","98007"
"WA","Bellevue","15555 NE 24th St", nil, "Uwajimaya","4257479012","98007"
"WA","Everett","1501 Walnut Street", nil, "BJ Market","4257833409","98201"
"WA","Everett","315 E Casino Rd", nil, "Continental Spices Groceries & Halal Meat","4252906986","98208"
"WA","Everett","11120 Evergreen Way #C", nil, "Indo Mericana","4253533341","98207"
"WA","Kent","21080 108th Ave. SE", nil, "Bharat Bazaar","2538547632","98131"
"WA","Kent","24823 Pacific Highway South #103", nil, "Bombay Bazaar","2538390252","98032"
"WA","Kent","20936 108TH Ave SE", nil, "India Bazaar","2538508906","98031"
"WA","Kent","23805 SE 104th Ave.SE", nil, "K.K.Foods & Video","2538545236","98031"
"WA","Kent","23617 C 104th Avenue SE", nil, "Punjab Sweets","2538593236","98031"
"WA","Kirkland","12445 116th Ave NE", nil, "Saagar International Foods & Videos","4258230720","98034"
"WA","Lynnwood","4419 200 Street S.W", nil, "JD's Market","4256723497","98036"
"WA","Redmond","2560 152nd Ave NE", nil, "Mayuri Food & Video","4258613800","98052"
"WA","Renton","757 Rainier Ave S", nil, "Lenny Market","4252715910","98055"
"WA","Renton","364 Renton Center SW# C60", nil, "Pabla Indian Sweets & Spices","4252284625","98055"
"WA","Sea Tac","15843 Pacific Hwy South", nil, "India Plaza","2064445556","98188"
"WA","Seatac","15847 International Blvd", nil, "Bollywood Videos & Groceries","2062427028","98188"
"WA","Seattle","7819 Aurora Ave N", nil, "Continental Spice Groceries & Halal Meat","2067060326","98103"
"WA","Seattle","501 E Pine", nil, "Dancing Shiva","2063296260","98122"
"WA","Seattle","4759 Brooklyn Ave. NE", nil, "House of Spices","2065275247","98105"
"WA","Seattle","12327 Roosevelt Way NE", nil, "I P M Grocery","2063687323","98125"
"WA","Seattle","4240 Gilman Pl W # B", nil, "India Tree Gourmet Spices","2062700293","98199"
"WA","Seattle","2000 23rd Avenue S", nil, "Jhankar Indian Video & Spice","2067206323","98144"
"WA","Seattle","7544 M.L. King Jr. Way S", nil, "Madina Mini Market & Halal Meat","2067819347","98118"
"WA","Seattle","8560 Greenwood Avenue N", nil, "Neelams Indian Grocery","2067819347","98103"
"WA","Seattle","5501 University Way NE", nil, "R & M Grocery & Video Store","2065261793","98155"
"WA","Seattle","1916 Pike Place Market", nil, "The Souk","2064411666","98101"
"WA","Seattle","600 5th Ave S", nil, "Uwajimaya Village","2066246248","98104"
"WA","Shoreline","18002 15th Ave NE #C", nil, "Indian Sweets & Spices","2063674568","98155"
"WA","Tukwila","14818 International Blvd", nil, "Bollywood Videos & Groceries","2062427028","98168"
"WA","Tukwila","13925 Pacific Hwy S", nil, "India Plaza","2064397237","98168"
"WA","Tukwila","3417 South 150th Street", nil, "International Foods & Gifts","2068352047","98188"
"DC","Washington","2411, 13th St, NW", nil, "Glover Park Market","2023334030","20017"
"DC","Washington","2116 18th Street, NW", nil, "Orient Foods","2022657100","20009"
"WV","Charleston","1011, Quarrier St", nil, "Taste of India","3043422642","25301"
"WV","Morgantown","293 University Ave", nil, "International Groceries","3042916433","26505"
"WI","Kenosha","5727 75th St.", nil, "United Grocers","2626975633","53711"
"WI","Madison","2807 University Ave", nil, "Bombay Bazaar","6082311211","53705"
"WI","Milwaukee","10633 W North Ave", nil, "Indian Groceries & Spices Intl","4147713535","53226"
"IL","Schaumburg","1849 West Golf Road","","Rajeshree Grocers","8472527788","60194"
"IL","Schaumburg","865 South Roselle Road","","Manav Food & Video","8473013663","60193"
"IL","Hanover Park","2410 Army Trail Road","","Patel Brothers","6302132222","60133"
"IL","Prospect Heights","1213 North Elmhurst Road","","Prabhu Grocers","8475371010","60070"
"IL","Prospect Heights","836 North Elmhurst Road","","Thrupthi Foods","8479477475","60070"
"IL","Streamwood","1052 South Sutton Road","","Surabhi","6304979900","60107"
"IL","Glenview","9711 Milwaukee Avenue","","Prabhu Grocers","8474700101","60025"
"IL","DesPlaines","965 S. Elmhurst Rd","","Prabhu Grocers","8472583010","60016"
"IL","Arlington Heights","1034 W Rand Road","","Gr8 Mart","8473878797","60004"
"IL","Naperville","2695 Forgue Drive","","Spice 'N' Rice","8475306574","60564"
"IL","Naperville","1552 North Aurora Road","","Spice Mart","6303054347","60563"
"IL","Naperville","2959 Artesian Road","","Southern Spices","6305799990","60564"
"IL","Chicago","3922 West Lawrence Avenue","","Indo Pak Meat & Grocery","7732675800","60625"
"IL","Skokie","8100 Central Park Avenue","","Sangam","8479331820","60076"
